menu_village_loot_complete|在 你 的 命 令 下 ， 你 的 队 伍 洗 劫 了 这 个 村 子 ， 抢 走 了 所 有 值 钱 的 东 西 ， 将 所 有 的 房 子 付 之 一 炬 。 不 过 所 有 的 收 入 加 起 来 ， 也 才 {reg1}泰 勒 。 
menu_village_loot_defeat|村 民 们 以 极 大 的 勇 气 和 决 心 ， 团 结 一 致 ， 赶 跑 了 你 的 军 队 。 
menu_village_loot_continue|继 续 抢 劫 吗 ？ 
mno_disembark_yes|是 。 
mno_disembark_no|不 。 
menu_close|算 了 。 
menu_center_tax|你 从 这 里 收 到 的 租 税 一 共 有 {reg1}泰 勒 。 
menu_town|{s10}{s11}{s12}{s13}{s20}{s21}
mno_castle_castle|进 入 领 主 大 厅 。 
mno_castle_castle_door|进 入 领 主 大 厅 。 
mno_join_tournament|加 入 竞 技 大 会 。 
mno_town_castle|进 入 城 堡 。 
mno_town_castle_door|进 入 领 主 大 厅 。 
mno_town_center|去 街 上 转 转 。 
mno_town_center_door|去 城 中 心 。 
mno_town_tavern|去 酒 馆 。 
mno_town_tavern_door|进 入 酒 馆 。 
mno_town_merchant|与 商 人 交 谈 。 
mno_town_merchant_door|进 入 商 店 。 
mno_town_arena|进 入 竞 技 场 。 
mno_town_arena_door|进 入 竞 技 场 。 
mno_town_dungeon_door|进 入 地 牢 。 
mno_castle_inspect|视 察 城 堡 。 
mno_castle_inspect_door|去 堡 垒 内 部 。 
mno_trade_with_merchants|去 市 场 。 
mno_town_ms|与 镇 长 交 谈 。 
mno_additional_menu_town_ms|进 入 城 中 心 。 
mno_diplomatic_center|前 往 外 交 人 员 中 心 。 
mno_walled_center_manage|管 理 这 个 {reg0?城 镇 :城 堡 }。 
mno_castle_station_troops|管 理 驻 军 。 
mno_castle_wait|在 这 里 等 待 {s1}。 
mno_go_to_the_garem|潜 入 女 眷 住 处 … … 
mno_castle_tavern|去 酒 馆 。 
mno_castle_tavern_door|去 酒 馆 。 
mno_castle_trade_with_merchants|去 市 场 。 
mno_zdat_tatarina|付 钱 。 
mno_zdat_tatarina_door|付 钱 。 
mno_town_leave|离 开 。 
mno_town_leave_door|离 开 这 个 地 区 。 
mno_center_reports|作 弊 ： 显 示 报 告 。 
mno_sail_from_port|扬 帆 起 航 。 
menu_town_tournament_lost|你 在 竞 技 大 会 中 被 淘 汰 了 。 
menu_town_tournament_won|你 在 {s3}的 竞 技 大 会 中 获 得 了 优 胜 ！ 听 到 周 围 的 人 们 高 呼 着 你 的 名 字 ， 你 感 到 无 限 荣 耀 。 除 此 之 外 ， 你 还 获 得 了 {reg9}泰 勒 的 奖 金 。 {s8}
menu_town_tournament_won_by_another|作 为 当 日 最 终 的 胜 利 的 {reg3?人 :人 }， {s1}赢 得 了 该 场 竞 技 大 会 的 奖 金 以 及 荣 誉 。 
menu_town_tournament|{s1}你 现 在 处 于 竞 技 大 会 中 的 第 {reg0}轮 ， 现 在 还 剩 有 {reg1}名 参 与 者 。 下 一 轮 中 ， 将 会 有 {reg2}队 ， 其 中 每 队 有 {reg3}{reg4?人 :人 }参 加 战 斗 。 
mno_tournament_view_participants|查 看 参 与 者 。 
mno_tournament_bet|在 自 己 身 上 下 注 。 
mno_tournament_join_next_fight|进 入 下 一 轮 。 
mno_leave_tournament|从 竞 技 大 会 中 退 出 。 
menu_tournament_withdraw_verify|你 确 定 要 从 竞 技 大 会 中 退 出 吗 ？ 
mno_tournament_withdraw_yes|是 的 ， 这 只 是 无 用 的 挣 扎 。 
mno_tournament_withdraw_no|不 ， 只 要 有 一 丝 希 望 我 就 要 努 力 ！ 
menu_tournament_bet|现 在 的 比 率 是 {reg5}比 {reg6}。 {reg1?你 已 经 在 自 己 身 上 下 了 {reg1}泰 勒 的 赌 注 ， 如 果 你 获 得 优 胜 的 话 ， 你 将 会 赢 得 {reg2}泰 勒 。 :}你 还 想 再 赌 多 少 ？ 
mno_bet_100_denars|100泰 勒 。 
mno_bet_50_denars|50泰 勒 。 
mno_bet_20_denars|20泰 勒 。 
mno_bet_10_denars|10泰 勒 。 
mno_bet_5_denars|5泰 勒 。 
menu_tournament_bet_confirm|如 果 你 下 {reg1}泰 勒 的 赌 注 的 话 ， 在 你 获 得 优 胜 时 ， 你 将 会 赢 得 {reg2}泰 勒 。 这 样 可 以 吗 ？ 
mno_tournament_bet_accept|好 的 。 
mno_tournament_bet_cancel|不 。 
menu_tournament_participants|你 从 一 位 正 在 哭 泣 的 失 败 者 那 里 打 听 到 了 这 场 竞 技 大 赛 中 参 与 者 的 名 单 。 他 们 是 :^{s11}
menu_collect_taxes|队 员 中 最 高 交 易 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }需 要 {reg4}天 来 完 成 征 税 … … 
mno_start_collecting|开 始 征 收 。 
mno_collect_later|等 一 等 吧 。 
menu_collect_taxes_complete|你 从 {s3}征 收 了 {reg3}泰 勒 的 税 款 。 {s19}期 待 你 把 这 些 钱 带 去 给 他 。 
menu_collect_taxes_rebels_killed|你 成 功 地 镇 压 了 反 抗 。 任 何 想 站 起 来 反 抗 的 人 将 会 惧 怕 并 再 三 考 虑 的 。 
