menu_start_character_3|{s11}^^世 事 難 料 。 你 長 大 之 後 ， 無 奈 地 成 為 了 … … 
mno_squire|一 個 貴 族 。 
mno_lady|一 個 待 嫁 的 小 姐 。 
mno_troubadour|一 個 吟 游 詩 人 。 
mno_student|一 個 大 學 生 。 
mno_peddler|一 個 小 商 販 。 
mno_craftsman|一 個 鐵 匠 。 
mno_poacher|一 個 偷 獵 者 。 
menu_start_character_4|{s12}^^不 過 在 一 段 時 間 以 後 ， 一 切 都 發 生 了 變 化 ， 你 決 定 孤 身 一 人 去 遠 方 冒 險 。 讓 你 做 出 這 個 舉 動 的 原 因 是 … … 
mno_revenge|私 人 恩 怨 。 
mno_death|失 去 愛 人 的 痛 苦 。 
mno_wanderlust|對 於 探 險 的 熱 愛 。 
mno_disown|被 家 裡 趕 了 出 來 。 
mno_greed|對 權 力 與 財 富 的 追 求 。 
menu_choose_skill|你 看 到 遠 處 有 一 個 時 刻 准 備 戰 斗 的 人 。 
mno_begin_adventuring|看 看 發 生 了 什 麼 事 。 
menu_past_life_explanation|{s3}
mno_view_next|{s5}
menu_auto_return|菜 單 自 動 返 回 到 … … 
menu_morale_report|{s1}
menu_faction_orders|{s9}
mno_faction_orders_next_faction|選 擇 下 一 個 國 家 。 
mno_faction_orders_defend|下 令 防 守 。 
mno_faction_orders_gather|下 令 集 合 軍 隊 。 
mno_faction_orders_increase_time|增 加 進 攻 持 續 時 間 24小 時 。 
mno_faction_orders_rethink|重 新 下 令 。 
mno_faction_orders_rethink_all|所 有 國 家 重 新 下 令 。 
menu_character_report|{s9}
menu_party_size_report|{s1}
menu_faction_relations_report|{s1}
menu_camp|你 建 立 了 一 個 營 帳 ， 你 想 做 什 麼 ？ 
mno_camp_action|行 動 。 
mno_oim_diplomacy_menu|外 交 。 
mno_wagenburg_action_on|用 馬 車 建 立 一 個 堡 壘 。 
mno_wagenburg_action_off|毀 掉 馬 車 堡 壘 。 
mno_camp_wait_here|在 這 裡 等 一 會 兒 。 
mno_camp_cheat|作 弊 菜 單 ！ 
mno_ms_extra_adviser|給 鎮 長 助 手 捎 個 信 兒 。 
menu_camp_cheat|選 擇 作 弊 項 目 ： 
mno_camp_cheat_1|增 加 聲 望 。 
mno_camp_action_4|返 回 營 地 菜 單 。 
menu_camp_action|選 擇 你 要 做 的 事 ： 
mno_camp_recruit_prisoners|從 俘 虜 中 募 兵 。 
mno_action_read_book|選 一 本 書 讀 。 
mno_action_retire|從 冒 險 中 退 出 。 
menu_camp_recruit_prisoners|你 答 應 這 些 俘 虜 ， 如 果 他 們 加 入 你 的 話 ， 你 就 給 他 們 以 自 由 。 {s18}
mno_camp_recruit_prisoners_accept|接 受 。 
mno_camp_recruit_prisoners_reject|拒 絕 。 
menu_camp_no_prisoners|你 沒 有 俘 虜 可 以 招 募 。 
menu_camp_action_read_book|選 一 本 書 讀 ： 
mno_action_read_book_1|{s1}。 
mno_action_read_book_2|{s1}。 
mno_action_read_book_3|{s1}。 
mno_action_read_book_4|{s1}。 
mno_action_read_book_5|{s1}。 
mno_action_read_book_6|{s1}。 
mno_action_read_book_7|{s1}。 
menu_camp_action_read_book_start|{s1}
menu_retirement_verify|你 現 在 的 時 間 是 {reg0}天 。 運 氣 是 {reg1}。 你 確 實 想 要 從 這 場 冒 險 中 退 出 嗎 ？ 
mno_retire_yes|是 的 。 
mno_retire_no|不 。 
menu_end_game|去 意 已 決 ， 你 決 定 放 棄 冒 險 者 的 生 活 ， 並 定 居 下 來 。 你 賣 掉 了 所 有 的 武 器 與 護 甲 ， 收 拾 起 行 囊 ， 策 馬 奔 向 夕 陽 的 余 輝 之 中 … … 
mno_end_game_bye|再 會 。 
menu_pay_day|{s1}。 
menu_cattle_herd|你 遇 到 了 一 群 牛 。 
mno_cattle_drive_away|趕 走 他 們 。 
mno_cattle_stop|把 他 們 帶 到 一 個 休 息 點 。 
mno_cattle_kill|屠 宰 其 中 的 一 些 。 
mno_leave|離 開 。 
menu_cattle_herd_kill|你 想 屠 宰 幾 頭 ？ 
mno_cattle_kill_1|一 。 
mno_cattle_kill_2|二 。 
mno_cattle_kill_3|三 。 
mno_cattle_kill_4|四 。 
mno_cattle_kill_5|五 。 
menu_cattle_herd_kill_end|你 不 會 讀 到 這 個 的 … … 
menu_arena_duel_fight|你 和 你 的 對 手 准 備 好 決 斗 了 。 
menu_simple_encounter|{s2}你 將 以 {reg10}人 的 部 隊 迎 戰 對 手 {reg11}人 。 
mno_encounter_attack|突 入 敵 陣 ！ 
mno_encounter_attack_wagenburg_mounted|上 馬 戰 斗 。 
mno_encounter_attack_wagenburg_unmounted|下 馬 戰 斗 。 
mno_encounter_order_attack|坐 鎮 指 揮 ， 讓 你 的 部 隊 攻 擊 。 
mno_encounter_leave|離 開 。 
mno_encounter_retreat|以 留 下 少 量 部 隊 掩 護 為 代 價 撤 退 。 
mno_encounter_surrender|投 降 。 
menu_encounter_retreat_confirm|隊 員 中 最 高 戰 術 技 能 為 {reg2}級 ， 因 此 {reg3?你 制 定 :{s3}制 定 }了 一 個 計 劃 ， 來 讓 你 和 你 大 部 分 的 部 隊 可 以 活 著 退 出 戰 斗 ， 但 是 你 必 須 犧 牲 {reg4}個 戰 士 來 進 行 掩 護 。 
mno_leave_behind|實 行 計 劃 。 以 犧 牲 掉 那 些 人 的 代 價 拯 救 剩 下 的 部 隊 。 
mno_dont_leave_behind|不 ， 我 們 不 會 犧 牲 任 何 一 個 戰 友 。 
menu_encounter_retreat|你 命 令 {reg4}名 戰 士 負 責 在 大 部 隊 撤 退 的 時 候 拖 住 敵 人 前 進 的 步 伐 。 
menu_order_attack_begin|你 的 部 隊 已 經 做 好 了 戰 斗 准 備 。 
mno_order_attack_begin|下 令 攻 擊 。 
mno_call_back|讓 他 們 撤 回 來 。 
menu_order_attack_2|{s4}^^我 軍 人 員 傷 亡 ： {s8}^^敵 軍 人 員 傷 亡 ： {s9}
mno_order_attack_continue|下 令 繼 續 攻 擊 。 
mno_order_retreat|讓 你 的 士 兵 撤 回 來 。 
menu_battle_debrief|{s11}^^我 軍 人 員 傷 亡 ： {s8}{s10}^^敵 軍 人 員 傷 亡 ： {s9}
menu_total_victory|你 不 該 看 這 個 … … {s9}
menu_enemy_slipped_away|{s17}
menu_total_defeat|你 不 會 讀 到 這 個 的 … … 
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|你 遇 到 {s2}正 在 攻 擊 {s1}， 你 決 定 … … 
mno_pre_join_help_attackers|對 {s2}施 以 援 手 。 
mno_pre_join_help_defenders|對 {s1}施 以 援 手 。 
mno_pre_join_talk|和 攻 擊 者 交 談 。 
mno_pre_join_leave|不 卷 入 紛 爭 。 
menu_join_battle|你 決 定 幫 助 {s2}對 抗 {s1}， 你 將 有 {reg10}名 士 兵 參 加 戰 斗 對 抗 {reg11}個 敵 人 。 
mno_join_attack|攻 入 敵 陣 ！ 
mno_join_order_attack|坐 鎮 指 揮 ， 讓 你 的 部 隊 攻 擊 。 
mno_join_leave|離 開 。 
menu_join_order_attack|{s4}^^我 軍 人 員 傷 亡 ： {s8}^^友 軍 人 員 傷 亡 ： {s9}^^敵 軍 人 員 傷 亡 ： {s10}
menu_zendar|你 進 入 了 禪 達 。 
mno_zendar_enter|
mno_zendar_enter_door|進 入 城 中 心 。 
mno_zendar_tavern|
mno_zendar_tavern_door|進 入 酒 館 。 
mno_zendar_merchant|
mno_zendar_merchant_door|進 入 商 店 。 
mno_zendar_arena|
mno_zendar_arena_door|進 入 競 技 場 。 
mno_town_1_leave|
menu_salt_mine|你 進 入 了 鹽 礦 。 
mno_enter|進 入 。 
menu_four_ways_inn|你 來 到 了 四 方 客 棧 。 
menu_test_scene|你 進 入 了 測 試 場 景 。 
menu_battlefields|選 擇 一 個 場 地 。 
mno_enter_f1|場 地 1 
mno_enter_f2|場 地 2 
mno_enter_f3|場 地 3 
mno_enter_f4|場 地 4 
mno_enter_f5|場 地 5 
menu_dhorak_keep|你 進 入 了 多 拉 克 要 塞 。 
menu_join_siege_outside|{s1}正 被 {s2}圍 攻 。 
mno_approach_besiegers|進 入 圍 城 營 地 。 
mno_pass_through_siege|穿 過 圍 城 進 入 {s1}。 
menu_cut_siege_without_fight|圍 城 方 放 你 進 入 了 城 堡 。 
menu_besiegers_camp_with_allies|{s1}依 然 被 圍 困 中 ， 你 和 你 的 部 隊 在 上 空 飛 揚 著 {s2}的 旗 幟 的 圍 城 營 地 那 裡 被 熱 烈 的 歡 迎 了 。 
mno_talk_to_siege_commander|要 求 和 指 揮 官 會 面 。 
mno_join_siege_with_allies|加 入 下 一 輪 的 攻 城 。 
mno_join_siege_stay_back|坐 鎮 指 揮 ， 讓 你 的 部 隊 協 助 下 一 輪 的 攻 城 。 
menu_castle_outside|你 在 {s2}的 外 面 。 {s11}{s3}{s4}
mno_approach_gates|走 近 城 門 ， 叫 守 衛 出 來 。 
mno_town_sneak|偽 裝 ， 偷 偷 溜 進 城 去 。 
mno_castle_start_siege|圍 攻 {reg6?城 鎮 :城 堡 }。 
mno_talk_to_pafnutiy_menu|與 帕 夫 努 季 交 談 。 
mno_talk_to_borzobogataya|與 阿 努 希 婭 交 談 。 
mno_talk_to_borzobogataya_door|與 阿 努 希 婭 交 談 。 
mno_talk_to_ransom_broker|與 奴 隸 販 子 交 談 。 
mno_talk_to_pafnutiy_dlg|與 帕 夫 努 季 交 談 。 
mno_talk_to_pafnutiy_dlg_door|與 帕 夫 努 季 交 談 。 
mno_castle_leave|離 開 。 
menu_castle_guard|你 走 近 了 城 門 。 城 牆 上 的 守 衛 正 緊 盯 著 你 。 
mno_request_shelter|要 求 進 入 城 堡 。 
mno_request_meeting_commander|要 求 和 城 堡 中 的 某 人 會 面 。 
mno_guard_leave|離 開 。 
menu_castle_entry_granted|簡 短 的 等 待 之 後 ， 守 衛 打 開 了 城 門 ， 允 許 你 和 你 的 部 隊 進 入 城 中 。 
menu_castle_entry_denied|城 堡 中 的 指 揮 官 拒 絕 了 你 的 請 求 ， 禁 止 你 走 近 城 池 一 步 ， 否 則 守 軍 就 會 向 你 發 起 攻 擊 。 
menu_castle_meeting|你 想 見 誰 ？ 
mno_guard_meet_s5|{s5}。 
mno_forget_it|算 了 吧 。 
menu_castle_meeting_selected|你 的 申 請 被 傳 遞 上 去 了 ， 最 終 {s6}出 現 在 你 面 前 與 你 進 行 交 涉 。 
menu_castle_besiege|你 已 經 在 圍 攻 {s1}。 {s2}{s3}
mno_build_ladders|准 備 架 雲 梯 攻 擊 城 牆 。 
mno_siege_request_meeting|要 求 和 城 堡 的 指 揮 官 會 面 。 
mno_town_diversiya|切 斷 城 市 的 供 水 。 
mno_town_vorvatsya|嘗 試 暴 力 進 攻 城 市 。 
mno_build_podkop|用 炸 藥 破 壞 城 牆 。 
mno_castle_lead_attack|帶 領 部 隊 進 攻 。 
mno_castle_lead_attack_podkop|動 手 進 攻 。 
mno_attack_stay_back|坐 鎮 指 揮 ， 讓 你 的 部 隊 攻 擊 。 
mno_build_siege_tower|建 造 攻 城 塔 。 
mno_wait_24_hours|等 到 明 日 。 
mno_lift_siege|放 棄 圍 城 。 
menu_siege_attack_meets_sally|守 城 方 派 了 部 隊 反 擊 。 
menu_castle_besiege_inner_battle|{s1}
menu_construct_ladders|你 估 計 要 花 {reg4}小 時 來 建 造 雲 梯 以 進 攻 。 
mno_build_ladders_cont|開 始 。 
mno_go_back_assault|考 慮 其 他 進 攻 方 式 。 
menu_construct_siege_tower|隊 員 中 最 高 工 程 技 能 為 {reg2}級 ， 由 此 {reg3?你 預 期 :{s3}預 期 }需 要 {reg4}小 時 來 建 立 攻 城 塔 。 
mno_build_siege_tower_cont|開 始 建 造 。 
menu_castle_attack_walls_simulate|{s4}^^我 軍 傷 亡 ： {s8}^^敵 軍 傷 亡 ： {s9}
menu_castle_attack_walls_with_allies_simulate|{s4}^^我 軍 傷 亡 ： {s8}^^盟 軍 傷 亡 ： {s9}^^敵 軍 傷 亡 ： {s10}
menu_castle_taken_by_friends|這 裡 已 經 沒 什 麼 好 看 的 了 。 
menu_castle_taken|{s3}已 經 被 你 攻 陷 了 。 你 已 經 完 全 控 制 了 這 個 {reg2?城 鎮 :城 堡 }。 {reg1?看 起 來 沒 有 什 麼 能 阻 止 你 將 它 據 為 己 有 了 :}
menu_castle_taken_2|{s3}已 經 被 你 攻 陷 了 。 你 已 經 完 全 控 制 了 這 個 地 方 。 你 的 部 隊 歡 呼 著 慶 祝 勝 利 。 
mno_castle_taken_claim|要 求 把 {s3}封 給 你 。 
mno_castle_taken_no_claim|什 麼 也 不 要 。 
mno_castle_taken_oim|將 {s3}據 為 己 有 。 
menu_requested_castle_granted_to_player|你 從 你 的 國 王 {s3}那 裡 得 到 通 知 。 ^^{reg4?她 :他 }決 定 將 {s2}{reg3?和 附 近 的 {s4}村 :}封 給 你 ， 附 帶 那 裡 所 有 的 收 入 和 權 益 ， 條 件 是 在 這 期 間 你 要 保 持 宣 誓 效 忠 於 {reg4?她 :他 }的 名 下 。 
menu_requested_castle_granted_to_another|你 從 你 的 國 王 {s3}那 裡 得 到 通 知 。 ^^我 聽 說 你 很 英 勇 地 戰 斗 並 把 {s2}給 攻 下 來 了 。 你 的 勝 利 極 大 的 鼓 舞 了 我 們 。 你 說 過 你 想 要 我 把 這 個 地 方 封 給 你 ， 但 恐 怕 我 並 不 能 同 意 你 的 要 求 ， 因 為 在 我 統 治 的 范 圍 內 ， 你 已 經 有 了 封 地 。 所 以 我 送 你 {reg6}泰 勒 作 為 你 的 軍 費 開 支 ， 而 {s2}， 我 把 它 封 給 {s5}了 。 
mno_accept_decision|接 受 這 個 決 定 。 
mno_leave_faction|你 受 到 了 不 公 正 的 對 待 ！ 你 決 定 放 棄 你 對 你 的 君 主 所 發 的 誓 言 ！ 
menu_leave_faction|放 棄 你 的 誓 言 是 一 件 很 嚴 重 的 事 件 。 你 的 君 主 將 宣 判 你 有 罪 ， 並 沒 收 你 的 土 地 與 城 堡 。 如 果 你 自 願 交 出 你 的 土 地 與 城 堡 ， 他 也 許 會 饒 恕 你 ， 讓 你 走 。 
mno_leave_faction_give_back|放 棄 誓 言 並 放 棄 領 地 。 
mno_leave_faction_hold|放 棄 誓 言 但 是 保 留 領 地 ， 包 括 {s2}。 
mno_leave_faction_cancel|仍 然 效 忠 並 接 受 國 王 的 決 定 。 
menu_give_center_to_player|獲 賜 新 封 地 ！ {s1}將 {s2}賞 賜 給 你 。 你 的 選 擇 是 ？ 
mno_give_center_to_player_accept|接 受 賞 賜 。 
mno_give_center_to_player_reject|拒 絕 。 你 對 {s2}不 感 興 趣 。 
menu_give_center_to_player_2|短 暫 的 儀 式 之 後 ， 你 已 受 封 新 封 地 。 你 現 在 是 {s2}{reg3? 和 從 屬 的 {s4}村 :}的 領 主 。 你 可 以 在 這 裡 橫 征 暴 斂 ， 拉 壯 丁 ， 但 是 ， 你 有 責 任 捍 衛 你 封 地 的 人 民 免 受 傷 害 ， 以 及 維 持 法 治 和 秩 序 。 
menu_oath_fulfilled|你 已 經 發 誓 為 {s1}服 務 一 段 時 間 。 你 的 誓 言 已 經 完 結 了 。 你 將 准 備 怎 麼 辦 ？ 
mno_renew_oath|繼 續 向 {s1}發 誓 ， 再 服 務 一 個 月 。 
mno_dont_renew_oath|恢 復 自 由 身 。 
menu_siege_started_defender|{s1}正 在 攻 擊 {s2}的 城 牆 。 你 有 {reg10}人 可 以 參 戰 對 抗 敵 人 的 {reg11}人 。 你 決 定 … … 
mno_siege_defender_join_battle|參 加 戰 斗 。 
mno_siege_defender_troops_join_battle|坐 鎮 指 揮 ， 讓 你 的 部 隊 攻 擊 。 
menu_siege_join_defense|{s4}^^我 軍 傷 亡 ： {s8}^^盟 軍 傷 亡 ： {s9}^^敵 軍 傷 亡 ： {s10}
menu_enter_your_own_castle|城 堡 的 守 衛 發 現 了 你 的 到 來 ， 他 們 打 開 大 門 歡 迎 他 們 的 {領 主 /夫 人 }。 
menu_village|{s10}{s11}{s6}{s7}{s20}{s21}
mno_village_manage|管 理 這 個 村 莊 。 
mno_village_ms|與 長 老 交 談 。 
mno_additional_menu_ms|前 往 村 中 心 。 
mno_recruit_volunteers|征 募 志 願 兵 。 
mno_village_center|前 往 村 中 心 。 
mno_village_center_door|村 莊 中 心 的 大 門 
mno_village_buy_food|向 村 民 購 買 給 養 。 
mno_village_attack_bandits|攻 打 強 盜 。 
mno_village_wait|在 這 裡 待 一 會 兒 。 
mno_collect_taxes_qst|為 {s1}{reg5?繼 續 收 稅 :收 稅 }。 
mno_train_peasants_against_bandits_qst|訓 練 這 些 農 民 。 
mno_village_hostile_action|做 一 些 敵 對 的 事 。 
mno_oim_potop_sneak_into_village|去 牛 棚 。 
mno_village_center_nesvz|去 墳 場 。 
mno_village_center_nesvz_door|去 墳 場 。 
mno_talk_to_yavangelik|與 福 音 派 教 徒 交 談 。 
mno_talk_to_yavangelik_door|與 福 音 派 教 徒 交 談 。 
mno_village_leave|離 開 。 
menu_village_hostile_action|動 手 ！ 
mno_village_take_food|強 迫 農 民 向 你 提 供 給 養 。 
mno_village_steal_cattle|偷 牛 。 
mno_village_loot|搶 劫 這 個 村 子 ， 然 後 把 它 夷 為 平 地 ！ 
menu_recruit_volunteers|{s18}
mno_recruit_them|花 {reg6}泰 勒 招 募 他 們 。 
menu_village_hunt_down_fugitive_defeated|這 個 世 界 在 你 眼 前 一 暗 。 當 你 再 次 睜 開 眼 睛 的 時 候 ， 你 意 識 到 自 己 浸 泡 在 自 己 的 鮮 血 裡 ， 但 幸 運 的 是 ， 你 沒 有 一 處 創 傷 是 致 命 的 。 
menu_village_infest_bandits_result|{s9}
menu_village_infestation_removed|經 過 足 以 令 人 傳 誦 的 英 勇 的 戰 斗 ， 你 和 你 的 同 伴 打 敗 了 強 盜 。 這 個 村 子 再 次 安 全 了 。 經 過 他 們 的 搶 劫 以 後 ， 村 民 幾 乎 沒 有 什 麼 東 西 剩 余 了 ， 但 他 們 還 是 拿 出 了 任 何 他 們 有 的 東 西 。 
mno_village_bandits_defeated_accept|我 接 受 你 們 的 贈 品 。 
mno_village_bandits_defeated_cont|你 們 比 我 更 需 要 這 些 東 西 。 你 們 的 感 謝 已 經 足 夠 了 。 
menu_center_manage|{s19}^{reg6?^^你 正 在 建 造 {s7}。 工 程 會 在 {reg8}天 後 完 工 。 :}
mno_center_build_manor|建 造 一 個 莊 園 。 
mno_center_build_fish_pond|建 造 一 個 磨 坊 。 
mno_center_build_watch_tower|建 造 一 個 哨 塔 。 
mno_center_build_school|建 造 一 個 學 校 。 
mno_center_build_messenger_post|建 造 一 個 驛 站 。 
mno_center_build_prisoner_tower|建 造 一 個 監 獄 。 
menu_center_improve|{s19}隊 員 中 最 高 工 程 技 能 為 {reg2}級 ， 由 此 {reg3?你 預 期 :{s3}預 期 }建 造 {s4}要 花 費 {reg5}泰 勒 ， 升 級 需 要 {reg6}日 。 
mno_improve_cont|開 始 建 造 。 
mno_improve_not_enough_gold|太 貴 了 吧 … … 
menu_town_bandits_failed|{s4}{s5}
menu_town_bandits_succeeded|你 如 同 割 麥 子 一 般 干 掉 了 強 盜 ！ 你 再 次 孤 身 一 人 站 在 街 頭 ， 在 你 的 周 圍 散 布 著 強 盜 們 的 屍 體 ， 看 到 這 一 幕 ， 他 們 的 殘 黨 驚 慌 地 四 散 而 去 ， 消 失 在 街 道 深 處 。 搜 尋 屍 體 後 你 發 現 了 一 袋 錢 ， 或 者 它 屬 於 前 一 個 無 辜 的 犧 牲 者 ， 或 者 是 有 人 想 要 買 你 的 命 。 
menu_village_steal_cattle_confirm|隊 員 中 最 高 掠 奪 技 能 為 {reg2}級 ， 由 此 {reg3?你 預 期 :{s1}預 期 }你 最 多 可 以 偷 到 {reg4}頭 牛 。 
mno_village_steal_cattle_confirm|偷 牛 。 
menu_village_steal_cattle|偷 牛 。 
menu_village_take_food_confirm|強 迫 農 民 們 准 備 好 補 給 品 需 要 花 費 至 少 一 個 小 時 。 
mno_village_take_food_confirm|繼 續 。 
menu_village_take_food|從 村 民 處 盜 竊 。 
mno_take_supplies|拿 走 給 養 。 
mno_let_them_keep_it|讓 他 們 好 好 收 著 吧 。 
menu_village_start_attack|一 些 憤 怒 的 村 民 拿 起 農 具 准 備 抵 抗 你 的 掠 奪 。 看 起 來 你 要 赤 手 空 拳 打 一 仗 了 。 
mno_village_raid_attack|開 打 吧 。 
mno_village_raid_leave|離 開 這 個 村 。 
menu_village_loot_no_resist|村 民 們 在 你 的 軍 隊 前 望 風 而 逃 ， 村 莊 由 你 控 制 了 。 
menu_village_loot_complete|在 你 的 命 令 下 ， 你 的 隊 伍 洗 劫 了 這 個 村 子 ， 搶 走 了 所 有 值 錢 的 東 西 ， 將 所 有 的 房 子 付 之 一 炬 。 不 過 所 有 的 收 入 加 起 來 ， 也 才 {reg1}泰 勒 。 
menu_village_loot_defeat|村 民 們 以 極 大 的 勇 氣 和 決 心 ， 團 結 一 致 ， 趕 跑 了 你 的 軍 隊 。 
menu_village_loot_continue|繼 續 搶 劫 嗎 ？ 
mno_disembark_yes|是 。 
mno_disembark_no|不 。 
menu_close|算 了 。 
menu_center_tax|你 從 這 裡 收 到 的 租 稅 一 共 有 {reg1}泰 勒 。 
menu_town|{s10}{s11}{s12}{s13}{s20}{s21}
mno_castle_castle|進 入 領 主 大 廳 。 
mno_castle_castle_door|進 入 領 主 大 廳 。 
mno_join_tournament|加 入 競 技 大 會 。 
mno_town_castle|進 入 城 堡 。 
mno_town_castle_door|進 入 領 主 大 廳 。 
mno_town_center|去 街 上 轉 轉 。 
mno_town_center_door|去 城 中 心 。 
mno_town_tavern|去 酒 館 。 
mno_town_tavern_door|進 入 酒 館 。 
mno_town_merchant|與 商 人 交 談 。 
mno_town_merchant_door|進 入 商 店 。 
mno_town_arena|進 入 競 技 場 。 
mno_town_arena_door|進 入 競 技 場 。 
mno_town_dungeon_door|進 入 地 牢 。 
mno_castle_inspect|視 察 城 堡 。 
mno_castle_inspect_door|去 堡 壘 內 部 。 
mno_trade_with_merchants|去 市 場 。 
mno_town_ms|與 鎮 長 交 談 。 
mno_additional_menu_town_ms|進 入 城 中 心 。 
mno_diplomatic_center|前 往 外 交 人 員 中 心 。 
mno_walled_center_manage|管 理 這 個 {reg0?城 鎮 :城 堡 }。 
mno_castle_station_troops|管 理 駐 軍 。 
mno_castle_wait|在 這 裡 等 待 {s1}。 
mno_go_to_the_garem|潛 入 女 眷 住 處 … … 
mno_castle_tavern|去 酒 館 。 
mno_castle_tavern_door|去 酒 館 。 
mno_castle_trade_with_merchants|去 市 場 。 
mno_zdat_tatarina|付 錢 。 
mno_zdat_tatarina_door|付 錢 。 
mno_town_leave|離 開 。 
mno_town_leave_door|離 開 這 個 地 區 。 
mno_center_reports|作 弊 ： 顯 示 報 告 。 
mno_sail_from_port|揚 帆 起 航 。 
menu_town_tournament_lost|你 在 競 技 大 會 中 被 淘 汰 了 。 
menu_town_tournament_won|你 在 {s3}的 競 技 大 會 中 獲 得 了 優 勝 ！ 聽 到 周 圍 的 人 們 高 呼 著 你 的 名 字 ， 你 感 到 無 限 榮 耀 。 除 此 之 外 ， 你 還 獲 得 了 {reg9}泰 勒 的 獎 金 。 {s8}
menu_town_tournament_won_by_another|作 為 當 日 最 終 的 勝 利 的 {reg3?人 :人 }， {s1}贏 得 了 該 場 競 技 大 會 的 獎 金 以 及 榮 譽 。 
menu_town_tournament|{s1}你 現 在 處 於 競 技 大 會 中 的 第 {reg0}輪 ， 現 在 還 剩 有 {reg1}名 參 與 者 。 下 一 輪 中 ， 將 會 有 {reg2}隊 ， 其 中 每 隊 有 {reg3}{reg4?人 :人 }參 加 戰 斗 。 
mno_tournament_view_participants|查 看 參 與 者 。 
mno_tournament_bet|在 自 己 身 上 下 注 。 
mno_tournament_join_next_fight|進 入 下 一 輪 。 
mno_leave_tournament|從 競 技 大 會 中 退 出 。 
menu_tournament_withdraw_verify|你 確 定 要 從 競 技 大 會 中 退 出 嗎 ？ 
mno_tournament_withdraw_yes|是 的 ， 這 只 是 無 用 的 掙 扎 。 
mno_tournament_withdraw_no|不 ， 只 要 有 一 絲 希 望 我 就 要 努 力 ！ 
menu_tournament_bet|現 在 的 比 率 是 {reg5}比 {reg6}。 {reg1?你 已 經 在 自 己 身 上 下 了 {reg1}泰 勒 的 賭 注 ， 如 果 你 獲 得 優 勝 的 話 ， 你 將 會 贏 得 {reg2}泰 勒 。 :}你 還 想 再 賭 多 少 ？ 
mno_bet_100_denars|100泰 勒 。 
mno_bet_50_denars|50泰 勒 。 
mno_bet_20_denars|20泰 勒 。 
mno_bet_10_denars|10泰 勒 。 
mno_bet_5_denars|5泰 勒 。 
menu_tournament_bet_confirm|如 果 你 下 {reg1}泰 勒 的 賭 注 的 話 ， 在 你 獲 得 優 勝 時 ， 你 將 會 贏 得 {reg2}泰 勒 。 這 樣 可 以 嗎 ？ 
mno_tournament_bet_accept|好 的 。 
mno_tournament_bet_cancel|不 。 
menu_tournament_participants|你 從 一 位 正 在 哭 泣 的 失 敗 者 那 裡 打 聽 到 了 這 場 競 技 大 賽 中 參 與 者 的 名 單 。 他 們 是 :^{s11}
menu_collect_taxes|隊 員 中 最 高 交 易 技 能 為 {reg2}級 ， 由 此 {reg3?你 預 期 :{s1}預 期 }需 要 {reg4}天 來 完 成 征 稅 … … 
mno_start_collecting|開 始 征 收 。 
mno_collect_later|等 一 等 吧 。 
menu_collect_taxes_complete|你 從 {s3}征 收 了 {reg3}泰 勒 的 稅 款 。 {s19}期 待 你 把 這 些 錢 帶 去 給 他 。 
